           1   5.8766026564166536     
           2   5.8766016997580364     
           3   3.8257232763956392     
           4  -5.8766016381334998     
           5  -5.8766016997580364     
           6  -3.8257232763081488     
           7   12.406162585539532     
           8   12.406160565926680     
           9   8.0765278425661595     
          10  -12.406160435830417     
          11  -12.406160565926678     
          12  -8.0765278423814522     
          13   13.059119858245776     
          14   13.059117732337283     
          15   8.5016091323410450     
          16  -13.059117595393847     
          17  -13.059117732337283     
          18  -8.5016091321466192     
          19   13.059119858245785     
          20   13.059117732337285     
          21   8.5016091323410432     
          22  -13.059117595393852     
          23  -13.059117732337285     
          24  -8.5016091321466192     
          25   13.059126257215537     
          26   13.059124131306000     
          27   8.5016132981301862     
          28  -13.059123994362492     
          29  -13.059124131306000     
          30  -8.5016132979357568     
          31   6.5295663280926464     
          32   6.5295652651373555     
          33   4.2508087319596646     
          34  -6.5295651966655681     
          35  -6.5295652651373555     
          36  -4.2508087318624481     
