1 1.989078718999924e+00
2 2.565579116679903e+00
3 2.431557943108128e+00
4 1.394875308147732e+00
5 -4.894510501474157e-01
6 3.878748488097867e+00
7 4.000000000000000e+00
8 3.532455829463019e+00
9 1.053681830416940e+00
10 -2.002392248234593e+00
11 3.327788431313888e+00
12 3.180923252122192e+00
13 1.907928711127092e+00
14 -1.014077532472379e-01
15 -2.028097183821543e+00
16 3.440692882076911e+00
17 3.080440669971825e+00
18 1.628036301962203e+00
19 -3.318278725195643e-01
20 -1.934397549028506e+00
21 2.450400269226355e+00
22 1.872769852168866e+00
23 8.264316411566119e-01
24 -5.181334581676906e-01
25 -1.739538190593452e+00
26 3.278445281511853e-01
27 1.729722892889065e-01
28 1.494664373973406e-02
29 -3.112701393009048e-01
30 -7.269416375227957e-01
31 2.596122656602851e+00
32 3.454059464658306e+00
33 3.500283315777836e+00
34 2.401713129878274e+00
35 -1.313276824633887e-01
36 4.000000000000000e+00
37 4.000000000000000e+00
38 4.000000000000000e+00
39 2.434262022940199e+00
40 -1.937710577426224e+00
41 4.000000000000000e+00
42 4.000000000000000e+00
43 4.000000000000000e+00
44 1.258382124750582e+00
45 -2.128766566247632e+00
46 4.000000000000000e+00
47 4.000000000000000e+00
48 3.125610296270442e+00
49 7.006722302330416e-01
50 -2.104550284362415e+00
51 3.554126537444202e+00
52 3.233631427303794e+00
53 2.007843676499727e+00
54 4.069687120238273e-03
55 -2.023947745549660e+00
56 8.689870177066209e-01
57 6.478680242021141e-01
58 3.565839961863961e-01
59 -1.798831249114347e-01
60 -7.976106884906604e-01
