1 2.276796717761710e-08
2 -1.757629748631124e-08
3 -6.500759573242966e-09
4 -6.053498115596628e-09
5 -4.996536063900189e-09
6 8.292919846091928e-08
7 -3.469471234729389e-08
8 -1.726892434458658e-08
9 -1.282629673976832e-08
10 -7.218283039767960e-09
11 7.490648088120558e-08
12 -3.035882949869203e-08
13 -1.493663631368397e-08
14 -1.176398665987246e-08
15 -6.383802688574449e-09
16 6.043669011739878e-08
17 -2.890572665708880e-08
18 -1.207713678740927e-08
19 -6.233024967760796e-09
20 -4.252604585077845e-09
21 1.134591043430777e-07
22 -2.504361359966738e-08
23 -9.871752963585064e-09
24 -1.991836558293001e-09
25 -1.690067457716881e-09
26 8.967436278223489e-07
27 2.492595419981958e-09
28 5.062430768572752e-09
29 4.227930885670832e-08
30 1.322669482978543e-07
31 8.070963235332612e-08
32 -1.043926264287023e-08
33 -1.182225161018336e-08
34 -1.482322421361024e-08
35 -1.264402543886616e-08
36 1.769941078177060e-07
37 -1.336696034572329e-08
38 -1.359744008092972e-08
39 -1.375382210626634e-08
40 -1.607183062784549e-08
41 1.383110633514266e-07
42 -1.350083578472466e-08
43 -9.766824132317274e-09
44 -9.611508389737482e-09
45 -1.485844790745640e-08
46 1.435651508070170e-07
47 -1.888858103901615e-08
48 -1.386758103490103e-08
49 -1.303340658807601e-08
50 -1.770741367804296e-08
51 1.618892389081775e-07
52 -1.087351200420902e-08
53 -4.678330861418857e-09
54 -5.246493335391275e-09
55 -1.523791047647156e-08
56 1.302686183694826e-06
57 5.259058980788014e-08
58 -5.060891640944848e-09
59 -2.808608542158578e-08
60 -1.121371535376507e-07
61 5.683572674321343e-04
62 9.572614733469670e-04
63 1.500000000000000e-04
