1 -3.250929677546693e-02
2 -4.920177419027957e-02
3 -4.349540237593369e-02
4 -1.892976361451422e-02
5 2.563891940575541e-03
6 3.314073638836010e-02
7 5.000000000000000e-02
8 4.318710317373027e-02
9 1.907407532274798e-02
10 -2.515926007792814e-03
11 -1.071059781481711e-02
12 -1.956582606096516e-02
13 -1.762472432765945e-02
14 -6.749407816380415e-03
15 5.125136121063399e-03
16 1.098423682795519e-02
17 1.969967114357248e-02
18 1.675546556356941e-02
19 6.769936534311527e-03
20 -5.331870900559928e-03
21 -9.748257991176934e-03
22 -1.688682663697496e-02
23 -1.388976932883981e-02
24 -5.912462491769801e-03
25 5.002764733329078e-03
26 9.071540425589684e-03
27 1.566083770676226e-02
28 1.357549082593456e-02
29 6.573434349728430e-03
30 -4.988818725459803e-03
31 -3.611206309360115e-02
32 -5.000000000000000e-02
33 -4.950588166955593e-02
34 -1.882991629216803e-02
35 2.741690912783688e-03
36 3.690100029487831e-02
37 5.000000000000000e-02
38 5.000000000000000e-02
39 1.738597213896228e-02
40 -3.137877756851399e-03
