1	-1.000000000000000e-02
2                     -5.369913412666066e-03
3                     -1.000000000000000e-02 
4                     -5.918538152827352e-03 
5                     -4.363778891337589e-03 
6                      1.000000000000000e-02 
7                      3.193490486266407e-04 
8                      4.599427703058912e-03 
9                     -7.634036529050796e-03 
10                     -1.000000000000000e-02 
11                     -1.000000000000000e-02 
12                      1.000000000000000e-02 
13                      9.999999999999998e-03 
