 START
           1   24.647362934039492     
           2   18.903430814580858     
           3  -24.647362790927279     
           4  -18.903430814493802     
           5   8.1247580715838073     
           6   6.2313279721815862     
           7  -8.1247580244082869     
           8  -6.2313279721528847     
           9  -54.620875239633179     
          10  -41.891781237914216     
          11   54.620874922483040     
          12   41.891781237721297     
          13   88.758517457016893     
          14   68.073834042354562     
          15  -88.758516941650271     
          16  -68.073834042041014     
 END
